First Name,Last Name,Email,Title,Phone,Labels
Mia,Cowan,mia.cowan@bilearner.com,IT Support,823-725-1922,0
Tanya,Leonard,tanya.leonard@bilearner.com,IT Support,216-815-2289,0
Dereon,Page,dereon.page@bilearner.com,Sr. Network Engineer,496-140-2112,0
Meadow,Boyer,meadow.boyer@bilearner.com,Sr. Network Engineer,598-123-2947,0
Paris,Simpson,paris.simpson@bilearner.com,Principal Data Architect,321-165-3438,0
Kyla,Durham,kyla.durham@bilearner.com,Enterprise Architect,279-822-5719,0
Cassidy,Maddox,cassidy.maddox@bilearner.com,Sr. DBA,780-552-6899,0
Edgar,Underwood,edgar.underwood@bilearner.com,Network Engineer,898-923-0876,0
Jaiden,Underwood,jaiden.underwood@bilearner.com,Network Engineer,673-402-3785,0
Eugene,Potts,eugene.potts@bilearner.com,IT Support,749-893-6016,0
Gilbert,Klein,gilbert.klein@bilearner.com,IT Support,278-128-0893,0
Nathaly,Huffman,nathaly.huffman@bilearner.com,IT Support,708-652-9494,0
Nancy,Clay,nancy.clay@bilearner.com,IT Support,821-563-2411,0
Kylie,Cantrell,kylie.cantrell@bilearner.com,Sr. Network Engineer,412-197-5573,0
Vance,Marquez,vance.marquez@bilearner.com,Sr. Network Engineer,929-827-5362,0
Dante,Wyatt,dante.wyatt@bilearner.com,Principal Data Architect,888-112-1403,0
Rey,Monroe,rey.monroe@bilearner.com,Enterprise Architect,173-011-2126,0
Jayden,Mckee,jayden.mckee@bilearner.com,Network Engineer,991-199-3904,0
Brady,Yoder,brady.yoder@bilearner.com,Network Engineer,957-923-9761,0
Darwin,Allen,darwin.allen@bilearner.com,Network Engineer,760-760-1331,0
Jasper,Harrison,jasper.harrison@bilearner.com,IT Support,452-752-5551,0
Bailey,Humphrey,bailey.humphrey@bilearner.com,IT Support,538-325-6031,0
Clare,English,clare.english@bilearner.com,IT Support,518-236-6908,0
Amy,Sherman,amy.sherman@bilearner.com,IT Support,164-720-2714,0
Lizbeth,Hunt,lizbeth.hunt@bilearner.com,Sr. Network Engineer,319-583-5164,0
Eden,Armstrong,eden.armstrong@bilearner.com,Sr. Network Engineer,467-237-8324,0
Eugene,Mueller,eugene.mueller@bilearner.com,Principal Data Architect,494-267-7191,0
Tiffany,Washington,tiffany.washington@bilearner.com,Enterprise Architect,676-234-4032,0
Sloane,Moss,sloane.moss@bilearner.com,Network Engineer,728-793-3669,0
Kaeden,Vargas,kaeden.vargas@bilearner.com,Network Engineer,445-803-7852,0
Lena,Sandoval,lena.sandoval@bilearner.com,Network Engineer,224-782-2407,0
Adrien,Olsen,adrien.olsen@bilearner.com,Network Engineer,926-913-5896,0
Damari,Brewer,damari.brewer@bilearner.com,IT Support,920-476-1573,0
Annalise,Gross,annalise.gross@bilearner.com,IT Support,285-841-3754,0
Kamari,Mcgrath,kamari.mcgrath@bilearner.com,IT Support,536-090-3672,0
Lorena,Rice,lorena.rice@bilearner.com,IT Support,698-154-0487,0
Eliezer,Stokes,eliezer.stokes@bilearner.com,Sr. Network Engineer,885-157-0092,0
Aspen,Reyes,aspen.reyes@bilearner.com,Sr. Network Engineer,528-190-0804,0
Rudy,Richardson,rudy.richardson@bilearner.com,Sr. Network Engineer,411-146-5000,0
Alana,Castro,alana.castro@bilearner.com,Principal Data Architect,572-735-6856,0
Oscar,Lopez,oscar.lopez@bilearner.com,Network Engineer,418-370-1234,0
Carter,Cook,carter.cook@bilearner.com,Network Engineer,177-563-1155,0
Liam,Hanna,liam.hanna@bilearner.com,Network Engineer,331-160-7303,0
Zara,Pitts,zara.pitts@bilearner.com,Network Engineer,951-864-6874,0
Abby,Woodward,abby.woodward@bilearner.com,IT Support,433-077-6668,0
Litzy,Esparza,litzy.esparza@bilearner.com,IT Support,754-926-5638,0
Noemi,Brewer,noemi.brewer@bilearner.com,IT Support,635-688-0511,0
Gilberto,Macdonald,gilberto.macdonald@bilearner.com,IT Support,875-263-7975,0
Armando,Macias,armando.macias@bilearner.com,Sr. Network Engineer,431-008-5510,0
Britney,Kelly,britney.kelly@bilearner.com,Sr. Network Engineer,493-475-5471,0
Emanuel,Haas,emanuel.haas@bilearner.com,Sr. Network Engineer,188-922-4998,0
Karlie,Drake,karlie.drake@bilearner.com,Principal Data Architect,824-379-1241,0
Myla,Mullen,myla.mullen@bilearner.com,Network Engineer,543-319-7024,0
Alan,Holland,alan.holland@bilearner.com,Network Engineer,535-889-8329,0
Brooklynn,Greene,brooklynn.greene@bilearner.com,Network Engineer,374-786-1115,0
Maxwell,Mcpherson,maxwell.mcpherson@bilearner.com,Network Engineer,376-779-3956,0
Lukas,Freeman,lukas.freeman@bilearner.com,IT Support,899-188-1847,0
Yesenia,Nielsen,yesenia.nielsen@bilearner.com,IT Support,503-383-9454,0
Myah,Marsh,myah.marsh@bilearner.com,IT Support,296-000-8372,0
Korbin,Gilbert,korbin.gilbert@bilearner.com,IT Support,779-949-1401,0
Jenna,Maddox,jenna.maddox@bilearner.com,Sr. Network Engineer,820-882-5228,0
Anaya,Preston,anaya.preston@bilearner.com,Sr. Network Engineer,287-340-1120,0
Eugene,Pena,eugene.pena@bilearner.com,Sr. Network Engineer,978-701-5809,0
Abel,Baker,abel.baker@bilearner.com,Principal Data Architect,693-787-4792,0
Deven,Merritt,deven.merritt@bilearner.com,Network Engineer,976-952-8653,0
Hadassah,Moran,hadassah.moran@bilearner.com,Network Engineer,311-355-8987,0
Hezekiah,Thompson,hezekiah.thompson@bilearner.com,Network Engineer,126-029-3664,0
Quintin,Fry,quintin.fry@bilearner.com,Network Engineer,522-862-9067,0
Alayna,Hess,alayna.hess@bilearner.com,Network Engineer,628-514-6481,0
Amaris,Miller,amaris.miller@bilearner.com,IT Support,923-467-6548,0
Barrett,Wilcox,barrett.wilcox@bilearner.com,IT Support,890-401-6956,0
Kimberly,Watson,kimberly.watson@bilearner.com,IT Support,680-665-5780,0
Rebecca,Park,rebecca.park@bilearner.com,IT Support,336-427-0024,0
Caleb,Schneider,caleb.schneider@bilearner.com,Sr. Network Engineer,105-971-5475,0
Vanessa,James,vanessa.james@bilearner.com,Sr. Network Engineer,622-150-9489,0
Maribel,Copeland,maribel.copeland@bilearner.com,Sr. Network Engineer,580-877-4727,0
Henry,Zimmerman,henry.zimmerman@bilearner.com,Sr. Network Engineer,342-403-8402,0
Nathanial,Booth,nathanial.booth@bilearner.com,Network Engineer,559-023-0943,0
Rhys,Barry,rhys.barry@bilearner.com,Network Engineer,538-715-2242,0
Jonas,Rowland,jonas.rowland@bilearner.com,Network Engineer,895-841-5286,0
Chris,Vincent,chris.vincent@bilearner.com,Network Engineer,774-833-7221,0
Myah,Waller,myah.waller@bilearner.com,Network Engineer,597-834-2665,0
Yaritza,Sherman,yaritza.sherman@bilearner.com,IT Support,499-419-6124,0
Haley,Weaver,haley.weaver@bilearner.com,IT Support,685-232-6363,0
Alessandra,Lee,alessandra.lee@bilearner.com,IT Support,826-476-4649,0
Kaitlin,Hickman,kaitlin.hickman@bilearner.com,IT Support,292-631-9837,0
Giancarlo,Juarez,giancarlo.juarez@bilearner.com,Sr. Network Engineer,188-836-2387,0
Walter,Zuniga,walter.zuniga@bilearner.com,Sr. Network Engineer,320-732-0249,0
Anna,Jordan,anna.jordan@bilearner.com,Sr. Network Engineer,747-679-7014,0
Jeffery,Gamble,jeffery.gamble@bilearner.com,Sr. Network Engineer,460-653-1286,0
Misael,Hunter,misael.hunter@bilearner.com,Network Engineer,465-131-4913,0
Audrina,Yu,audrina.yu@bilearner.com,Network Engineer,590-946-7235,0
Jeramiah,Foster,jeramiah.foster@bilearner.com,Network Engineer,244-617-5295,0
Bruce,Wallace,bruce.wallace@bilearner.com,Network Engineer,342-276-3379,0
Giovani,Nelson,giovani.nelson@bilearner.com,Network Engineer,334-345-8345,0
Ari,Anthony,ari.anthony@bilearner.com,IT Support,475-407-7458,0
Laylah,Branch,laylah.branch@bilearner.com,IT Support,120-466-4449,0
Alanna,Mullins,alanna.mullins@bilearner.com,IT Support,989-097-9454,0
Arjun,Tyler,arjun.tyler@bilearner.com,IT Support,344-988-2711,0
Donald,Favis,donald.favis@bilearner.com,Enterprise Architect,927-677-0463,0
Daniff,Hernandez,daniff.hernandez@bilearner.com,Database Administrator,315-163-5153,0
Lori,Roby,lori.roby@bilearner.com,Data Analyst,832-757-7267,0
Thomas,Murray,thomas.murray@bilearner.com,Data Analyst,660-275-1318,0
Karthikeyan,Ait Sidi,karthikeyan.ait sidi@bilearner.com,Sr. DBA,437-461-3231,0
Ivan,Rogers,ivan.rogers@bilearner.com,Data Analyst,585-266-5218,0
Bianca,Roehrich,bianca.roehrich@bilearner.com,Principal Data Architect,136-636-5799,0
Jason,Salter,jason.salter@bilearner.com,Data Analyst ,829-777-3412,0
Julia,Zhou,julia.zhou@bilearner.com,Data Analyst,674-932-5216,0
Thelma,Petrowsky,thelma.petrowsky@bilearner.com,Data Analyst,829-293-7220,0
Jayne,Horton,jayne.horton@bilearner.com,Database Administrator,929-661-7740,0
Renee,Becker,renee.becker@bilearner.com,Database Administrator,563-874-2365,0
Randall,Pearson,randall.pearson@bilearner.com,Data Analyst,245-795-1807,0
Claudia N,Carr,claudia n.carr@bilearner.com,Sr. DBA,714-246-4016,0
Noelle,Johnson,noelle.johnson@bilearner.com,Database Administrator,185-784-5243,0
Taisha,Goble,taisha.goble@bilearner.com,Database Administrator,400-889-8840,0
Kramer,Simard,kramer.simard@bilearner.com,Data Analyst,306-750-0349,0
Mark,Griffith,mark.griffith@bilearner.com,Data Analyst,400-208-2410,0
Denisse,Hayes,denisse.hayes@bilearner.com,Database Administrator,115-246-5204,0
Draven,Giles,draven.giles@bilearner.com,Database Administrator,506-452-3963,0
Aliana,Shaw,aliana.shaw@bilearner.com,Database Administrator,891-983-4345,0
Makaila,Nixon,makaila.nixon@bilearner.com,Database Administrator,633-142-0581,0
Mohammed,Orr,mohammed.orr@bilearner.com,Database Administrator,778-130-4795,0
Braylen,Mendoza,braylen.mendoza@bilearner.com,Data Architect,467-549-9705,0
Andreas,Torres,andreas.torres@bilearner.com,CIO,475-979-3028,0
Maddison,Perez,maddison.perez@bilearner.com,BI Director,781-937-0291,0
Charlize,Wagner,charlize.wagner@bilearner.com,Sr. DBA,629-559-8147,0
Micah,Pace,micah.pace@bilearner.com,Sr. Accountant,428-716-3264,0
Marlee,Stevens,marlee.stevens@bilearner.com,Sr. Accountant,129-472-3551,0
Precious,Roth,precious.roth@bilearner.com,Software Engineering Manager,366-169-6806,0
Konner,Villegas,konner.villegas@bilearner.com,Software Engineer,245-795-8644,0
Anastasia,Gillespie,anastasia.gillespie@bilearner.com,Data Analyst,934-085-0608,0
Emely,Rice,emely.rice@bilearner.com,Data Analyst,391-266-1201,0
Lewis,Nixon,lewis.nixon@bilearner.com,Database Administrator,549-620-8199,0
Macy,Webster,macy.webster@bilearner.com,Database Administrator,935-351-2808,0
Ciara,Acevedo,ciara.acevedo@bilearner.com,Database Administrator,533-150-2760,0
Eleanor,Patton,eleanor.patton@bilearner.com,Database Administrator,134-004-4350,0
Brooklyn,Tanner,brooklyn.tanner@bilearner.com,Database Administrator,435-521-0132,0
Zander,Franco,zander.franco@bilearner.com,Data Architect,941-368-5223,0
Kianna,Rhodes,kianna.rhodes@bilearner.com,CIO,450-277-4594,0
Kinsley,Braun,kinsley.braun@bilearner.com,Sr. DBA,992-043-0487,0
Gordon,Wu,gordon.wu@bilearner.com,Sr. Accountant,466-357-4984,0
Maryjane,Cross,maryjane.cross@bilearner.com,Sr. Accountant,923-308-1902,0
Peyton,Phelps,peyton.phelps@bilearner.com,Software Engineering Manager,525-757-6760,0
Carmen,Atkins,carmen.atkins@bilearner.com,Data Analyst,698-151-8601,0
Kiara,Fox,kiara.fox@bilearner.com,Data Analyst,850-445-7118,0
Yair,Jennings,yair.jennings@bilearner.com,Database Administrator,325-399-5544,0
Kaylie,Velazquez,kaylie.velazquez@bilearner.com,Database Administrator,800-135-9231,0
Christine,Skinner,christine.skinner@bilearner.com,Database Administrator,558-670-5500,0
Zayne,Mccullough,zayne.mccullough@bilearner.com,Database Administrator,627-147-2455,0
Dennis,Key,dennis.key@bilearner.com,Database Administrator,618-106-7293,0
Aydan,Benjamin,aydan.benjamin@bilearner.com,Data Architect,867-116-0802,0
Kenzie,Mullins,kenzie.mullins@bilearner.com,Sr. DBA,183-166-7048,0
Asa,Pham,asa.pham@bilearner.com,Sr. DBA,490-757-4004,0
Damarion,Schneider,damarion.schneider@bilearner.com,Sr. Accountant,647-768-2584,0
Talan,Rodgers,talan.rodgers@bilearner.com,Sr. Accountant,115-436-5314,0
Evelin,Snow,evelin.snow@bilearner.com,Data Analyst,615-942-2129,0
Sienna,Preston,sienna.preston@bilearner.com,Data Analyst,983-543-4309,0
Taylor,Dennis,taylor.dennis@bilearner.com,Data Analyst,107-286-7969,0
Cortez,Murillo,cortez.murillo@bilearner.com,Database Administrator,645-575-3423,0
Leonel,Combs,leonel.combs@bilearner.com,Database Administrator,852-766-4977,0
Carmen,Frost,carmen.frost@bilearner.com,Database Administrator,454-697-7350,0
Ace,Krause,ace.krause@bilearner.com,Database Administrator,913-307-1260,0
Reuben,Davila,reuben.davila@bilearner.com,Database Administrator,219-734-9928,0
Angelique,Mann,angelique.mann@bilearner.com,Data Architect,612-331-8872,0
Susan,Exantus,susan.exantus@bilearner.com,Software Engineer,417-710-0629,0
Sandra,Martin,sandra.martin@bilearner.com,Software Engineer,331-509-0880,0
Keyla,Del Bosque,keyla.del bosque@bilearner.com,Software Engineer,227-009-3609,0
Andrew,Szabo,andrew.szabo@bilearner.com,Software Engineer,691-127-5426,0
Luke,Patronick,luke.patronick@bilearner.com,Software Engineer,577-004-8739,0
Colby,Andreola,colby.andreola@bilearner.com,Software Engineer,562-030-5872,0
Edward,TRUE,edward.true@bilearner.com,Software Engineer,973-488-3170,0
Judith,Carabbio,judith.carabbio@bilearner.com,Software Engineer,865-281-3573,0
Adell,Saada,adell.saada@bilearner.com,Software Engineer,298-269-7942,0
Kamari,Hunter,kamari.hunter@bilearner.com,Software Engineer,796-658-6983,0
Sarah,Malone,sarah.malone@bilearner.com,Software Engineer,794-487-5411,0
Skyler,Blackwell,skyler.blackwell@bilearner.com,Software Engineer,570-830-9377,0
Jasmin,Shah,jasmin.shah@bilearner.com,Software Engineer,122-869-8844,0
Kole,Quinn,kole.quinn@bilearner.com,Shared Services Manager,572-433-8429,0
Ansley,Jackson,ansley.jackson@bilearner.com,Shared Services Manager,769-988-5875,0
Jayda,Reese,jayda.reese@bilearner.com,Senior BI Developer,379-881-3655,0
Julien,Whitehead,julien.whitehead@bilearner.com,Senior BI Developer,604-786-4463,0
Alan,Haynes,alan.haynes@bilearner.com,Senior BI Developer,879-902-9629,0
Kamryn,Herrera,kamryn.herrera@bilearner.com,Software Engineer,528-589-5271,0
Kelvin,Foster,kelvin.foster@bilearner.com,Software Engineer,117-626-8594,0
Joe,Fletcher,joe.fletcher@bilearner.com,Software Engineer,101-487-3219,0
Frederick,Howe,frederick.howe@bilearner.com,Software Engineer,711-248-3305,0
Nickolas,Davila,nickolas.davila@bilearner.com,Shared Services Manager,377-564-2534,0
Kasey,Boyer,kasey.boyer@bilearner.com,Shared Services Manager,488-221-7396,0
Giovanni,Jenkins,giovanni.jenkins@bilearner.com,Senior BI Developer,341-713-6487,0
Alexis,Moss,alexis.moss@bilearner.com,Senior BI Developer,110-515-0082,0
Joanna,Murphy,joanna.murphy@bilearner.com,Senior BI Developer,245-064-7483,0
Joseph,Schmidt,joseph.schmidt@bilearner.com,Software Engineer,620-725-9777,0
Brittany,Hurley,brittany.hurley@bilearner.com,Software Engineer,115-812-7072,0
Niko,Hamilton,niko.hamilton@bilearner.com,Software Engineer,549-065-8442,0
Ruben,Martinez,ruben.martinez@bilearner.com,Software Engineer,266-971-6823,0
Kiley,Haynes,kiley.haynes@bilearner.com,Software Engineer,831-826-6322,0
Blaine,Brooks,blaine.brooks@bilearner.com,Shared Services Manager,959-232-3158,0
Dennis,Livingston,dennis.livingston@bilearner.com,Shared Services Manager,147-675-0023,0
Case,Russell,case.russell@bilearner.com,Senior BI Developer,757-017-4554,0
Kody,Jimenez,kody.jimenez@bilearner.com,Senior BI Developer,654-506-4546,0
Zoe,Colon,zoe.colon@bilearner.com,Software Engineer,908-171-0846,0
Courtney,Cowan,courtney.cowan@bilearner.com,Software Engineer,444-547-8473,0
Nolan,Perez,nolan.perez@bilearner.com,Software Engineer,244-054-5944,0
Katrina,Farrell,katrina.farrell@bilearner.com,Software Engineer,106-781-0019,0
Camden,Kelly,camden.kelly@bilearner.com,Software Engineer,631-626-1039,0
Milo,Hood,milo.hood@bilearner.com,Software Engineer,160-007-4238,0
Kale,Lang,kale.lang@bilearner.com,Shared Services Manager,641-952-9890,0
Shyanne,Stark,shyanne.stark@bilearner.com,Shared Services Manager,377-284-6334,0
Elliott,Ashley,elliott.ashley@bilearner.com,Senior BI Developer,889-316-2984,0
Genesis,Todd,genesis.todd@bilearner.com,Software Engineer,909-881-5166,0
Sincere,Jimenez,sincere.jimenez@bilearner.com,Software Engineer,303-597-6415,0
Stephen,Daugherty,stephen.daugherty@bilearner.com,Software Engineer,249-209-9447,0
Demarion,Morrow,demarion.morrow@bilearner.com,Software Engineer,210-318-5025,0
Steven,Schneider,steven.schneider@bilearner.com,Software Engineer,564-771-3150,0
Devon,Hinton,devon.hinton@bilearner.com,Software Engineer,530-632-0229,0
Jacquelyn,Johns,jacquelyn.johns@bilearner.com,Shared Services Manager,460-081-3716,0
Blaine,Keith,blaine.keith@bilearner.com,Shared Services Manager,952-566-2053,0
Phillip,Salazar,phillip.salazar@bilearner.com,Software Engineer,150-050-5784,0
Chaz,Webb,chaz.webb@bilearner.com,Software Engineer,570-545-6843,0
Desmond,Anderson,desmond.anderson@bilearner.com,Software Engineer,270-482-5122,0
Sophie,Decker,sophie.decker@bilearner.com,Software Engineer,353-362-8617,0
Lena,Bryan,lena.bryan@bilearner.com,Software Engineer,822-025-8099,0
Kelsie,Mccormick,kelsie.mccormick@bilearner.com,Software Engineer,863-065-2585,0
Frida,Livingston,frida.livingston@bilearner.com,Shared Services Manager,561-643-0813,0
Isai,Alvarado,isai.alvarado@bilearner.com,Shared Services Manager,764-198-1152,0
Travis,Vasquez,travis.vasquez@bilearner.com,Software Engineer,750-622-3076,0
Jazlene,Maynard,jazlene.maynard@bilearner.com,Software Engineer,437-084-9906,0
Wyatt,Donovan,wyatt.donovan@bilearner.com,Software Engineer,642-766-0079,0
Nathaly,Cooper,nathaly.cooper@bilearner.com,Software Engineer,706-542-4737,0
Gage,Weeks,gage.weeks@bilearner.com,Software Engineer,789-247-9309,0
Gavin,Frye,gavin.frye@bilearner.com,Software Engineer,470-046-7014,0
Amber,Ross,amber.ross@bilearner.com,Software Engineer,501-012-9087,0
Wyatt,Edwards,wyatt.edwards@bilearner.com,Shared Services Manager,174-772-4590,0
Karla,Reed,karla.reed@bilearner.com,Shared Services Manager,361-284-7318,0
Yadira,Mcmillan,yadira.mcmillan@bilearner.com,Software Engineer,945-571-5563,0
Fernando,Mcconnell,fernando.mcconnell@bilearner.com,Software Engineer,862-800-4661,0
Sean,Bean,sean.bean@bilearner.com,Software Engineer,634-644-3092,0
Lilianna,Mccall,lilianna.mccall@bilearner.com,Software Engineer,909-132-5533,0
Salvador,Thomas,salvador.thomas@bilearner.com,Software Engineer,204-364-4372,0
Jair,Silva,jair.silva@bilearner.com,Software Engineer,804-912-2127,0
Derek,Moreno,derek.moreno@bilearner.com,Software Engineer,482-482-7820,0
Litzy,Conner,litzy.conner@bilearner.com,Software Engineer,661-982-3150,0
Joanna,Burnett,joanna.burnett@bilearner.com,Shared Services Manager,866-938-7896,0
Abdullah,Frederick,abdullah.frederick@bilearner.com,Shared Services Manager,614-999-2058,0
Armani,Porter,armani.porter@bilearner.com,Software Engineer,405-500-4016,0
Taylor,Sanders,taylor.sanders@bilearner.com,Software Engineer,170-500-1066,0
Iliana,Randall,iliana.randall@bilearner.com,Software Engineer,272-741-7996,0
Luke,Henderson,luke.henderson@bilearner.com,Software Engineer,834-897-9443,0
Madelyn,Lambert,madelyn.lambert@bilearner.com,Software Engineer,185-290-3265,0
Ava,Pace,ava.pace@bilearner.com,Software Engineer,650-050-9899,0
Delaney,Bruce,delaney.bruce@bilearner.com,Software Engineer,479-095-5823,0
Jair,Bullock,jair.bullock@bilearner.com,Software Engineer,389-589-3280,0
Kayla,Farrell,kayla.farrell@bilearner.com,Software Engineer,319-174-3774,0
Taylor,Gamble,taylor.gamble@bilearner.com,Shared Services Manager,400-603-6569,0
Carl,Desimone,carl.desimone@bilearner.com,Production Technician I,446-239-6910,0
Sophia,Theamstern,sophia.theamstern@bilearner.com,Production Technician I,136-077-9740,0
Kara,Harrison,kara.harrison@bilearner.com,Production Technician I,409-080-1055,0
Ming,Huynh,ming.huynh@bilearner.com,Production Technician II,718-739-6076,0
Karen,Mancuso,karen.mancuso@bilearner.com,Production Technician II,263-400-8730,0
Linda,Anderson,linda.anderson@bilearner.com,Production Technician I,983-440-1986,0
_0793_+)&#,(&6^9+1)#!,(+%$(9--62@,7)@4(66056,7-@*93*)$_$,1
=@6!^2$#*_,2*9!4!_&)8,120080)24(@,8($=29@_=3,%+%4^&_5_*$,1
%1(2*3@-7(,623*#8+7+*,%!5=4$()&7@,6@=(!9&5!_,-%*&220=&($,1
%28&@!=*88,%^!06#62%1,5@!*9)@25#@,24_&76(6^$,++588-0-1)$,1
&6#6&1(7+*,#49%9+#0-&,*19*^47!@*@,0*^^-@$*1@,5=4182((-$$,1
^--@07&@(0,^_)0+18!!2,(-(3-2^%6(@,+^^&5^01^*,-)@&2-7+90$,1
0*580(12-*,^3($_(03(9,+)0_#@%+3!@,$)&5(@99$@,6$6*6_63+_$,1
%6=2%^!%52,3#50@+$99*,^$&60#+5@!@,-@9#02$@@),=16&9938*#$,1
(%-%*@8471,^6(+^90$+%,62+7_+#@6#@,&4^7-49*4^,07)#%=9%5$$,1
_--)0-7++),03$%1@5*&%,_)+3_)30%&@,(30730(7-5,&3(5528$60$,1
(4!73@5#$8,5^78_1$63&,$=$(79!290@,)2)#3*0!+5,_0#=-$(814$,1
%(+)+53#5^,*8&$0!_(!%,&=-79&-=^_@,#7060=%=#6,$-3*)397&8$,1
52!8^4_755,615%__#@(5,@%25*49(=+@,2=*$_(24^=,4(-_7+@233$,1
(=!%#12)*&,5^%(&!+@%-,$32-+^91$4@,!^7)@723-#,1#77(+-0(0$,1
73%!#03^#!,!#288%3--$,-$19+*3$$8@,72)_)741)=,7%@$3)&(26$,1
@2@*==@)4+,3_1$-@26+1,11%&^393)3@,#7(972^)+=,+2(@-&_^!1$,1
6__826+)^8,%8#*_511&),=1-85&)#@#@,!67$#*5-66,4#00$0@_(9$,1
